Country_Region,Confirmed,Deaths
Lander University,N/A,N/A
SUNY Maritime College,N/A,N/A
Lesley University,N/A,N/A
Laurus College,N/A,N/A
National Park College,N/A,N/A
Oklahoma Christian University,N/A,N/A
San Diego Christian College,N/A,N/A
SANS Technology Institute,N/A,N/A
Pasco-Hernando State College,N/A,N/A
New College of Florida,N/A,N/A
Grand Canyon University,N/A,N/A
Cold Spring Harbor Laboratory,N/A,N/A
Albany State University,N/A,N/A
Lasell College,N/A,N/A
Contra Costa Community College District,N/A,N/A
Mount St. Mary's University,N/A,N/A
Robert Morris University Illinois,N/A,N/A
Northwest Florida State College,N/A,N/A
West Virginia Wesleyan College,N/A,N/A
Utica College,N/A,N/A
Career College of Northern Nevada,N/A,N/A
College of Southern Nevada,N/A,N/A
University of North Georgia,N/A,N/A
The Principia,N/A,N/A
Lynn University,N/A,N/A
Colorado Community College System,N/A,N/A
Valencia College,N/A,N/A
St. Petersburg College,N/A,N/A
Globe University & Minnesota School of Business,N/A,N/A
Everest College,N/A,N/A
Southwest Research Institute,N/A,N/A
American Public University System,N/A,N/A
Full Sail University,N/A,N/A
YTI Career Institute,N/A,N/A
Defense Language Institute Foreign Language Center,N/A,N/A
Columbus State University,N/A,N/A
Morehead State University,N/A,N/A
Colorado State University - Global Campus,N/A,N/A
North Dakota University System,N/A,N/A
University of Houston-Downtown,N/A,N/A
Stratford University,N/A,N/A
"California Polytechnic State University, Pomona",N/A,N/A
Baker College,N/A,N/A
The College of New Jersey,N/A,N/A
Abilene Christian University,N/A,N/A
Adelphi University,N/A,N/A
Agnes Scott College,N/A,N/A
Aiken Technical College,N/A,N/A
Air Force Institute of Technology,N/A,N/A
Alabama A&M University,N/A,N/A
Alabama State University,N/A,N/A
Alamo Colleges,N/A,N/A
Albertson College of Idaho,N/A,N/A
Albion College,N/A,N/A
Alfred University,N/A,N/A
Allegheny College,N/A,N/A
Allentown College of Saint Francis de Sales,N/A,N/A
Alma College,N/A,N/A
Alverno College,N/A,N/A
Ambassador University,N/A,N/A
American Coastline University,N/A,N/A
American International College,N/A,N/A
American University,N/A,N/A
Amherst College,N/A,N/A
Andrews University,N/A,N/A
Angelo State University,N/A,N/A
Anne Arundel Community College,N/A,N/A
Antioch New England,N/A,N/A
Antioch University,N/A,N/A
Antioch University - Los Angeles,N/A,N/A
Antioch University - Seattle,N/A,N/A
Appalachian State University,N/A,N/A
Aquinas College,N/A,N/A
Arcadia College,N/A,N/A
Arizona State University,N/A,N/A
Arizona Western College,N/A,N/A
Arkansas State University,N/A,N/A
Arkansas Tech University,N/A,N/A
Armstrong State College,N/A,N/A
Ashland University,N/A,N/A
Assumption College,N/A,N/A
Auburn University,N/A,N/A
Auburn University at Montgomery,N/A,N/A
Augsburg College,N/A,N/A
Augustana College (IL),N/A,N/A
Augustana College (SD),N/A,N/A
Augusta University,N/A,N/A
Aurora University,N/A,N/A
Austin College,N/A,N/A
Austin Community College,N/A,N/A
Austin Peay State University,N/A,N/A
Averett College,N/A,N/A
Avila College,N/A,N/A
Azusa Pacific University,N/A,N/A
Babson College,N/A,N/A
Baker University,N/A,N/A
Ball State University,N/A,N/A
Baptist Bible College,N/A,N/A
Bard College,N/A,N/A
Barry University,N/A,N/A
Bastyr University,N/A,N/A
Bates College,N/A,N/A
Baylor College of Medicine,N/A,N/A
Baylor University,N/A,N/A
Bellevue University,N/A,N/A
Belmont University,N/A,N/A
Beloit College,N/A,N/A
Bemidji State University,N/A,N/A
Benedictine College,N/A,N/A
Bennington College,N/A,N/A
Bentley College,N/A,N/A
Berea College,N/A,N/A
Berklee College of Music,N/A,N/A
Bethany College,N/A,N/A
Bethel College (KS),N/A,N/A
Bethel University,N/A,N/A
Biola University,N/A,N/A
Birmingham-Southern College,N/A,N/A
Black Hills State University,N/A,N/A
Bloomsburg University of Pennsylvania,N/A,N/A
Bluffton College,N/A,N/A
Bob Jones University,N/A,N/A
Boise State University,N/A,N/A
Boston College,N/A,N/A
Boston Graduate School of Psychoanalysis,N/A,N/A
Boston University,N/A,N/A
Bowdoin College,N/A,N/A
Bowie State University,N/A,N/A
Bowling Green State University,N/A,N/A
Bradley University,N/A,N/A
Brandeis University,N/A,N/A
Brenau University,N/A,N/A
Briar Cliff College,N/A,N/A
Bridgewater College,N/A,N/A
Brigham Young University,N/A,N/A
Brigham Young University - Idaho,N/A,N/A
Brigham Young University Hawaii,N/A,N/A
Broward College,N/A,N/A
Brown University,N/A,N/A
Bryant College,N/A,N/A
Bryn Mawr College,N/A,N/A
Bucknell University,N/A,N/A
Buena Vista University,N/A,N/A
Butler University,N/A,N/A
California Coast University,N/A,N/A
California Institute of Technology,N/A,N/A
California Lutheran University,N/A,N/A
California Maritime Academy,N/A,N/A
California National University,N/A,N/A
"California Polytechnic State University, San Luis Obispo",N/A,N/A
"California State University, Bakersfield",N/A,N/A
"California State University, Chico",N/A,N/A
"California State University, Dominguez Hills",N/A,N/A
"California State University, Fresno",N/A,N/A
"California State University, Fullerton",N/A,N/A
"California State University, Hayward",N/A,N/A
"California State University, Long Beach",N/A,N/A
"California State University, Los Angeles",N/A,N/A
"California State University, Monterey Bay",N/A,N/A
"California State University, Northridge",N/A,N/A
"California State University, Sacramento",N/A,N/A
"California State University, San Bernardino",N/A,N/A
"California State University, San Marcos",N/A,N/A
"California State University, Stanislaus",N/A,N/A
California State University System,N/A,N/A
California University of Pennsylvania,N/A,N/A
Calvin College,N/A,N/A
Cameron University,N/A,N/A
Campbellsville College,N/A,N/A
Campbell University,N/A,N/A
Canisius College,N/A,N/A
Capella University,N/A,N/A
Capitol Technology University,N/A,N/A
Carleton College,N/A,N/A
Carlow College,N/A,N/A
Carnegie Mellon University,N/A,N/A
Carroll College,N/A,N/A
Carroll University,N/A,N/A
Carson-Newman College,N/A,N/A
Carthage College,N/A,N/A
Case Western Reserve University,N/A,N/A
Castleton State University,N/A,N/A
Catholic University of America,N/A,N/A
Cedarville College,N/A,N/A
Centenary College of Louisiana,N/A,N/A
Central College,N/A,N/A
Central Connecticut State University,N/A,N/A
Central Methodist College,N/A,N/A
Central Michigan University,N/A,N/A
Central Washington University,N/A,N/A
Centre College,N/A,N/A
Chadron State College,N/A,N/A
Champlain College,N/A,N/A
Chapman University,N/A,N/A
Chatham College,N/A,N/A
Chesapeake College,N/A,N/A
Cheyney University,N/A,N/A
Chicago School of Professional Psychology,N/A,N/A
Christian Brothers University,N/A,N/A
Christian Theological Seminary,N/A,N/A
Christopher Newport University,N/A,N/A
City University,N/A,N/A
City University of New York,N/A,N/A
Claremont Graduate School,N/A,N/A
Claremont McKenna College,N/A,N/A
Clarion University of Pennsylvania,N/A,N/A
Clarke College,N/A,N/A
Clarkson University,N/A,N/A
Clark University,N/A,N/A
Clayton State College,N/A,N/A
Clemson University,N/A,N/A
Cleveland State University,N/A,N/A
Clinch Valley College,N/A,N/A
Coastal Carolina University,N/A,N/A
Coast Colleges,N/A,N/A
Coe College,N/A,N/A
Coker College,N/A,N/A
Colby College,N/A,N/A
Colgate University,N/A,N/A
College of Charleston,N/A,N/A
College of Eastern Utah,N/A,N/A
College of New Rochelle,N/A,N/A
College of Saint Benedict,N/A,N/A
College of Saint Catherine,N/A,N/A
College of Saint Rose,N/A,N/A
College of St. Francis,N/A,N/A
College of St. Scholastica,N/A,N/A
College of the Atlantic,N/A,N/A
College of the Holy Cross,N/A,N/A
College of William and Mary,N/A,N/A
College of Wooster,N/A,N/A
Colorado Christian University,N/A,N/A
Colorado College,N/A,N/A
Colorado Mesa University,N/A,N/A
Colorado School of Mines,N/A,N/A
Colorado State University,N/A,N/A
Colorado Technical University,N/A,N/A
University of Colorado Anschutz Medical Campus,N/A,N/A
Columbia College Chicago,N/A,N/A
Columbia Southern University,N/A,N/A
Columbia Union College,N/A,N/A
Columbia University,N/A,N/A
Community College of Baltimore County,N/A,N/A
Concordia College - Ann Arbor,N/A,N/A
Concordia College - Moorhead,N/A,N/A
Concordia College - Seward,N/A,N/A
Concordia College - St. Paul,N/A,N/A
Connecticut College,N/A,N/A
Connecticut State University System,N/A,N/A
Cooper Union for the Advancement of Science and Art,N/A,N/A
Coppin State University,N/A,N/A
Allen College,N/A,N/A
Cornell College,N/A,N/A
Cornell University,N/A,N/A
Corning Community College,N/A,N/A
Creighton University,N/A,N/A
Curry College,N/A,N/A
Daemen College,N/A,N/A
Dakota State University,N/A,N/A
Dakota Wesleyan University,N/A,N/A
Dallas Baptist University,N/A,N/A
Dallas County Community College,N/A,N/A
Dana College,N/A,N/A
Daniel Webster College,N/A,N/A
Dartmouth College,N/A,N/A
Davenport University,N/A,N/A
Davidson College,N/A,N/A
Davis & Elkins College,N/A,N/A
Daytona State College,N/A,N/A
Delaware State University,N/A,N/A
Delta State University,N/A,N/A
Denison University,N/A,N/A
DePaul University,N/A,N/A
DePauw University,N/A,N/A
DeVry Institute of Technology,N/A,N/A
Dharamsinh Desai University,N/A,N/A
Dickinson College,N/A,N/A
Dickinson State University,N/A,N/A
Dillard University,N/A,N/A
Dominican College,N/A,N/A
Dordt College,N/A,N/A
Dowling College,N/A,N/A
Drake University,N/A,N/A
Drew University,N/A,N/A
Drexel University,N/A,N/A
Drury College,N/A,N/A
Duquesne University,N/A,N/A
Earlham College,N/A,N/A
East Carolina University,N/A,N/A
East Central University,N/A,N/A
Eastern Connecticut State University,N/A,N/A
Eastern Illinois University,N/A,N/A
Eastern Kentucky University,N/A,N/A
Eastern Mennonite University,N/A,N/A
Eastern Michigan University,N/A,N/A
Eastern New Mexico University,N/A,N/A
Eastern Oregon State College,N/A,N/A
Eastern Washington University,N/A,N/A
East Stroudsburg State University of Pennsylvania,N/A,N/A
East Tennessee State University,N/A,N/A
Edgewood College,N/A,N/A
Edinboro University of Pennsylvania,N/A,N/A
Elizabeth City State University,N/A,N/A
Elizabethtown College,N/A,N/A
Elmhurst College,N/A,N/A
Elon College,N/A,N/A
Embry-Riddle Aeronautical University,N/A,N/A
Emerson College,N/A,N/A
Emmanuel College,N/A,N/A
Emory University,N/A,N/A
Emory & Henry College,N/A,N/A
Emporia State University,N/A,N/A
Erie Community College,N/A,N/A
Lake Erie College of Osteopathic Medicine,N/A,N/A
East Texas Baptist University,N/A,N/A
Evergreen State College,N/A,N/A
Fairleigh Dickinson University,N/A,N/A
Fairmont State College,N/A,N/A
Fayetteville State University,N/A,N/A
Ferris State University,N/A,N/A
Fielding Institute,N/A,N/A
Fisk University,N/A,N/A
Fitchburg State College,N/A,N/A
Florida Agricultural and Mechanical University,N/A,N/A
Florida Atlantic University,N/A,N/A
Florida Gulf Coast University,N/A,N/A
Florida Institute of Technology,N/A,N/A
Florida International University,N/A,N/A
Florida State University,N/A,N/A
Fontbonne College,N/A,N/A
Fordham University,N/A,N/A
Fort Hays State University,N/A,N/A
Fort Lewis College,N/A,N/A
Fountainhead College of Technology,N/A,N/A
Franklin and Marshall College,N/A,N/A
Franklin Pierce Law Center,N/A,N/A
Franklin University,N/A,N/A
Frederick Community College,N/A,N/A
Fresno Pacific University,N/A,N/A
Friends University,N/A,N/A
Frostburg State University,N/A,N/A
Fuller Theological Seminary,N/A,N/A
Furman University,N/A,N/A
Futureworks,N/A,N/A
Gallaudet University,N/A,N/A
Gannon University,N/A,N/A
Geneva College,N/A,N/A
George Fox College,N/A,N/A
George Mason University,N/A,N/A
Georgetown University,N/A,N/A
George Washington University,N/A,N/A
Georgia College,N/A,N/A
Georgia Institute of Technology,N/A,N/A
Georgian Court University,N/A,N/A
Georgia Southern University,N/A,N/A
Georgia Southwestern State University,N/A,N/A
Georgia State University,N/A,N/A
Gettysburg College,N/A,N/A
GMI Engineering and Management Institute,N/A,N/A
Golden Gate University,N/A,N/A
Goldey-Beacom College,N/A,N/A
Gonzaga University,N/A,N/A
Goshen College,N/A,N/A
Goucher College,N/A,N/A
Governors State University,N/A,N/A
Grace College,N/A,N/A
Graceland College,N/A,N/A
Grand Valley State University,N/A,N/A
Greenleaf University,N/A,N/A
Grinnell College,N/A,N/A
Guilford College,N/A,N/A
Gustavus Adolphus College,N/A,N/A
Hagerstown Community College,N/A,N/A
Hamilton College,N/A,N/A
Hamline University,N/A,N/A
Hampden-Sydney College,N/A,N/A
Hampshire College,N/A,N/A
Hampton University,N/A,N/A
Hanover College,N/A,N/A
Harding University,N/A,N/A
Harford Community College,N/A,N/A
Hartwick College,N/A,N/A
Harvard University,N/A,N/A
Harvey Mudd College,N/A,N/A
Haskell Indian Nations University,N/A,N/A
Hastings College,N/A,N/A
Haverford College in Pennsylvania,N/A,N/A
Hawaii Pacific University,N/A,N/A
Heidelberg College,N/A,N/A
Hendrix College,N/A,N/A
Hesston College,N/A,N/A
High Point University,N/A,N/A
Hillsdale College,N/A,N/A
Hiram College,N/A,N/A
Hobart and William Smith Colleges,N/A,N/A
Hofstra University,N/A,N/A
Hollins College,N/A,N/A
Hood College,N/A,N/A
Hope College,N/A,N/A
Howard Community College,N/A,N/A
Howard University,N/A,N/A
Humboldt State University,N/A,N/A
Huntingdon College,N/A,N/A
Huntington University,N/A,N/A
ICI University,N/A,N/A
Idaho State University,N/A,N/A
Illinois Benedictine College,N/A,N/A
Illinois Institute of Technology,N/A,N/A
Illinois State University,N/A,N/A
Indiana Institute of Technology,N/A,N/A
Indiana State University,N/A,N/A
Indiana University,N/A,N/A
Indiana University - Bloomington,N/A,N/A
Indiana University at South Bend,N/A,N/A
Indiana University of Pennsylvania,N/A,N/A
Indiana University/Purdue University at Columbus,N/A,N/A
Indiana University/Purdue University at Fort Wayne,N/A,N/A
Indiana University/Purdue University at Indianapolis,N/A,N/A
Indiana University Southeast,N/A,N/A
"Indiana Wesleyan University, Marion",N/A,N/A
Institute for World Politics,N/A,N/A
Iona College,N/A,N/A
Iowa State University,N/A,N/A
Irvine Valley College,N/A,N/A
Ithaca College,N/A,N/A
Jackson State University,N/A,N/A
Jacksonville State University,N/A,N/A
Jacksonville University,N/A,N/A
James Madison University,N/A,N/A
John Brown University,N/A,N/A
John F. Kennedy University,N/A,N/A
Johns Hopkins University,N/A,N/A
Johns Hopkins University Applied Physics Laboratory,N/A,N/A
Johnson & Wales University,N/A,N/A
Johnson Bible College,N/A,N/A
Johnson C. Smith University,N/A,N/A
Jones College,N/A,N/A
Judson College,N/A,N/A
Juniata College,N/A,N/A
Kalamazoo College,N/A,N/A
Kansas State University,N/A,N/A
Kansas Wesleyan University,N/A,N/A
Kaplan University,N/A,N/A
Kean College,N/A,N/A
Keene State College,N/A,N/A
Kennesaw State University,N/A,N/A
Kent State University,N/A,N/A
Kentucky Community & Technical College System,N/A,N/A
Kenyon College,N/A,N/A
Kettering University,N/A,N/A
King's College,N/A,N/A
Knox College,N/A,N/A
Kutztown University of Pennsylvania,N/A,N/A
Lafayette College,N/A,N/A
LaGrange College,N/A,N/A
Lake Forest College,N/A,N/A
Lake Superior College,N/A,N/A
Lake Superior State University,N/A,N/A
Lamar University,N/A,N/A
Lambton College,N/A,N/A
Langston University,N/A,N/A
LaSalle University,N/A,N/A
La Sierra University,N/A,N/A
Lawrence Technological University,N/A,N/A
Lawrence University,N/A,N/A
Lebanon Valley College,N/A,N/A
Lehigh University,N/A,N/A
Le Moyne College,N/A,N/A
Lenoir Community College,N/A,N/A
Lenoir-Rhyne College,N/A,N/A
LeTourneau University,N/A,N/A
Lewis & Clark College,N/A,N/A
Lewis-Clark State College,N/A,N/A
Lewis University,N/A,N/A
Liberty University,N/A,N/A
Lincoln University,N/A,N/A
Linfield College,N/A,N/A
Lock Haven University,N/A,N/A
Loma Linda University,N/A,N/A
Long Island University,N/A,N/A
Longwood University,N/A,N/A
Loras College,N/A,N/A
Los Angeles Community College District,N/A,N/A
Louisiana College,N/A,N/A
Louisiana State University,N/A,N/A
Louisiana State University at Alexandria,N/A,N/A
Louisiana Tech University,N/A,N/A
Loyola College,N/A,N/A
Loyola Marymount University,N/A,N/A
Loyola University Chicago,N/A,N/A
Luther College,N/A,N/A
Luther Seminary,N/A,N/A
Lycoming College,N/A,N/A
Lynchburg College,N/A,N/A
Lyndon State College,N/A,N/A
Lyon College,N/A,N/A
Macalester College,N/A,N/A
Maharishi University of Management,N/A,N/A
Malone College,N/A,N/A
Manhattan College,N/A,N/A
Mansfield University of Pennsylvania,N/A,N/A
Marietta College,N/A,N/A
Marist College,N/A,N/A
Marlboro College,N/A,N/A
Marquette University,N/A,N/A
Marshall University,N/A,N/A
Mary Baldwin College,N/A,N/A
Marymount Manhattan College,N/A,N/A
Marymount University,N/A,N/A
Mary Washington College,N/A,N/A
Massachusetts Institute of Technology,N/A,N/A
McDaniel College,N/A,N/A
McMurry University,N/A,N/A
McNeese State University,N/A,N/A
Medical College of Georgia,N/A,N/A
Medical College of Wisconsin,N/A,N/A
Mercer County Community College,N/A,N/A
Mercer University,N/A,N/A
Mercy College,N/A,N/A
Mercyhurst University,N/A,N/A
Meredith College,N/A,N/A
Messiah College,N/A,N/A
Metropolitan Community College (MO),N/A,N/A
Metropolitan Community College (NE),N/A,N/A
Metropolitan State College of Denver,N/A,N/A
Denver College of Nursing,N/A,N/A
Metropolitan State University,N/A,N/A
Miami University of Ohio,N/A,N/A
Michigan State University,N/A,N/A
Michigan Technological University,N/A,N/A
Mid-America Nazarene College,N/A,N/A
Middlebury College,N/A,N/A
Middle Georgia State College,N/A,N/A
Middle Tennessee State University,N/A,N/A
Midwestern State University,N/A,N/A
Millersville University of Pennsylvania,N/A,N/A
Milligan College,N/A,N/A
Millikin University,N/A,N/A
Millsaps College,N/A,N/A
Milwaukee School of Engineering,N/A,N/A
Minneapolis College of Art and Design,N/A,N/A
"Minnesota State University, Mankato",N/A,N/A
Minnesota State University Moorhead,N/A,N/A
Minot State University,N/A,N/A
Mississippi College,N/A,N/A
Mississippi State University,N/A,N/A
Mississippi University for Women,N/A,N/A
Missouri Southern State College,N/A,N/A
Missouri University of Science and Technology,N/A,N/A
Missouri Western State College,N/A,N/A
Molloy College,N/A,N/A
Monmouth College,N/A,N/A
Monmouth University,N/A,N/A
Montana State University - Billings,N/A,N/A
Montana State University - Bozeman,N/A,N/A
Montana State University - Northern,N/A,N/A
Montana Tech,N/A,N/A
Montclair State University,N/A,N/A
Montgomery College,N/A,N/A
Montreat College,N/A,N/A
Moravian College,N/A,N/A
Morgan State University,N/A,N/A
Mott Community College,N/A,N/A
Mount Holyoke College,N/A,N/A
Mount Saint Joseph College,N/A,N/A
Mount Saint Mary College,N/A,N/A
Mount Senario College,N/A,N/A
Mount Union College,N/A,N/A
Murray State University,N/A,N/A
Muskingum College,N/A,N/A
Nashville State Community College,N/A,N/A
National Defense University,N/A,N/A
National-Louis University,N/A,N/A
National Radio Astronomy Observatory,N/A,N/A
National University,N/A,N/A
Naval Postgraduate School,N/A,N/A
Nazareth College,N/A,N/A
Nevada System of Higher Education,N/A,N/A
Newberry College,N/A,N/A
New College of California,N/A,N/A
New England Institute of Technology,N/A,N/A
New Hampshire College,N/A,N/A
New Jersey Institute of Technology,N/A,N/A
New Mexico Highlands University,N/A,N/A
New Mexico Institute of Mining & Technology,N/A,N/A
New Mexico State University,N/A,N/A
New York Institute of Technology,N/A,N/A
New York University,N/A,N/A
Niagara University,N/A,N/A
Nicholls State University,N/A,N/A
Norfolk State University,N/A,N/A
North American University,N/A,N/A
Northampton Community College,N/A,N/A
North Carolina A&T State University,N/A,N/A
North Carolina Central University,N/A,N/A
North Carolina State University,N/A,N/A
North Carolina Wesleyan College,N/A,N/A
North Central Bible College,N/A,N/A
North Dakota State University,N/A,N/A
Northeastern Louisiana University,N/A,N/A
Northeastern State University,N/A,N/A
Northeastern University,N/A,N/A
Northern Arizona University,N/A,N/A
Northern Illinois University,N/A,N/A
Northern Kentucky University,N/A,N/A
Northern Michigan University,N/A,N/A
Northern State University,N/A,N/A
Northland College,N/A,N/A
North Park College and Theological Seminary,N/A,N/A
Northwestern College of Iowa,N/A,N/A
Northwestern State University,N/A,N/A
Northwestern University,N/A,N/A
Northwest Missouri State University,N/A,N/A
Northwest Nazarene College,N/A,N/A
Norwich University,N/A,N/A
Nova Southeastern University,N/A,N/A
Oakland University,N/A,N/A
Oakwood University,N/A,N/A
Oberlin College,N/A,N/A
Occidental College,N/A,N/A
Ohio Dominican College,N/A,N/A
Ohio Northern University,N/A,N/A
Ohio State University - Columbus,N/A,N/A
Ohio University,N/A,N/A
Ohio Wesleyan University,N/A,N/A
Oklahoma Baptist University,N/A,N/A
Oklahoma City University,N/A,N/A
Oklahoma State University,N/A,N/A
Old Dominion University,N/A,N/A
Olivet Nazarene University,N/A,N/A
Oral Roberts University,N/A,N/A
Oregon Graduate Institute of Science and Technology,N/A,N/A
Oregon Health Sciences University,N/A,N/A
Oregon Institute of Technology,N/A,N/A
Oregon State University,N/A,N/A
Otterbein College,N/A,N/A
Our Lady of the Lake University,N/A,N/A
Pace University,N/A,N/A
Pacific Lutheran University,N/A,N/A
Pacific Union College,N/A,N/A
Pacific University,N/A,N/A
Pacific Western University,N/A,N/A
Palm Beach Atlantic College,N/A,N/A
Palm Beach State College,N/A,N/A
Peace College,N/A,N/A
Pembroke State University,N/A,N/A
Pennsylvania College of Technology,N/A,N/A
Pennsylvania State University,N/A,N/A
Pennsylvania State University - Schuylkill Campus,N/A,N/A
Pensacola Christian College,N/A,N/A
Pensacola State College,N/A,N/A
Pepperdine University,N/A,N/A
Peru State College,N/A,N/A
Purdue University Fort Wayne,N/A,N/A
Philadelphia University,N/A,N/A
Phillips University,N/A,N/A
Pittsburg State University,N/A,N/A
Pitzer College,N/A,N/A
Platt College,N/A,N/A
Plymouth State College,N/A,N/A
Polytechnic University of New York,N/A,N/A
Polytechnic University of Puerto Rico,N/A,N/A
Pomona College,N/A,N/A
Portland Community College,N/A,N/A
Portland State University,N/A,N/A
Prairie View A&M University,N/A,N/A
Pratt Institute,N/A,N/A
Presbyterian College,N/A,N/A
Prescott College,N/A,N/A
Princeton University,N/A,N/A
Providence College,N/A,N/A
Purdue University,N/A,N/A
Purdue University Calumet,N/A,N/A
Purdue University North Central,N/A,N/A
Quincy University,N/A,N/A
Quinnipiac College,N/A,N/A
Radford University,N/A,N/A
Ramapo College,N/A,N/A
Randolph-Macon College,N/A,N/A
Randolph-Macon Woman's College,N/A,N/A
Reed College,N/A,N/A
Regent University,N/A,N/A
Regis University,N/A,N/A
Rensselaer Polytechnic Institute,N/A,N/A
Rhode Island College,N/A,N/A
Rhodes College,N/A,N/A
Rice University,N/A,N/A
Richard Stockton College of New Jersey,N/A,N/A
Rider University,N/A,N/A
Ripon College,N/A,N/A
Rivier College,N/A,N/A
Roanoke College,N/A,N/A
Robert Morris University,N/A,N/A
Rochester Institute of Technology,N/A,N/A
Rockefeller University,N/A,N/A
Rockford College,N/A,N/A
Rockhurst College,N/A,N/A
Rocky Mountain College,N/A,N/A
Roger Williams University,N/A,N/A
Rollins College,N/A,N/A
Rosary College,N/A,N/A
Rose-Hulman Institute of Technology,N/A,N/A
Rowan College,N/A,N/A
Rutgers University,N/A,N/A
Sacred Heart University,N/A,N/A
Sage Colleges,N/A,N/A
Saginaw Valley State University,N/A,N/A
Saint Anselm College,N/A,N/A
Saint Cloud State University,N/A,N/A
Saint Edward's University,N/A,N/A
St. Francis College,N/A,N/A
Saint John's University (NY),N/A,N/A
Saint Joseph's College (IN),N/A,N/A
Saint Joseph's University,N/A,N/A
Saint Leo University,N/A,N/A
Saint Louis University,N/A,N/A
Saint Mary College,N/A,N/A
Saint Mary's College (IN),N/A,N/A
Saint Mary's College of California,N/A,N/A
Saint Mary's University of Minnesota,N/A,N/A
Saint Michael's College,N/A,N/A
Saint Olaf College,N/A,N/A
Saint Vincent College,N/A,N/A
Saint Xavier University,N/A,N/A
Salisbury University,N/A,N/A
